0,0,0,30,45,30
0,0,0,29,44,29
0,0,0,28,43,28
0,0,0,27,42,27
0,0,0,26,41,26
0,0,0,25,40,25
0,0,0,24,39,24
0,0,0,23,38,23
0,0,0,22,37,22
0,0,0,21,36,21
0,0,0,20,35,20
0,0,0,19,34,19
0,0,0,18,33,18
0,0,0,17,32,17
0,0,0,16,31,16
0,0,0,15,30,15
0,0,0,14,29,14
0,0,0,13,28,13
0,0,0,12,27,12
0,0,0,11,26,11
0,0,0,10,25,10
0,0,0,9,24,9
0,0,0,8,23,8
0,0,0,7,22,7
0,0,0,6,21,6
0,0,0,5,20,5
0,0,0,4,19,4
0,0,0,3,18,3
0,0,0,2,17,2
0,0,0,1,16,1
0,0,14,44,59,44
0,0,13,43,58,43
0,0,12,42,57,42
0,0,11,41,56,41
0,0,10,40,55,40
0,0,9,39,54,39
0,0,8,38,53,38
0,0,7,37,52,37
0,0,6,36,51,36
0,0,5,35,50,35
0,0,4,34,49,34
0,0,3,33,48,33
0,0,2,32,47,32
0,0,1,31,46,31
13,0,27,57,72,57
12,0,26,56,71,56
11,0,25,55,70,55
10,0,24,54,69,54
9,0,23,53,68,53
8,0,22,52,67,52
7,0,21,51,66,51
6,0,20,50,65,50
5,0,19,49,64,49
4,0,18,48,63,48
3,0,17,47,62,47
2,0,16,46,61,46
1,0,15,45,60,45
61,48,75,105,120,105
30,0,45,0,0,30
29,0,44,0,0,29
28,0,43,0,0,28
27,0,42,0,0,27
26,0,41,0,0,26
25,0,40,0,0,25
24,0,39,0,0,24
23,0,38,0,0,23
22,0,37,0,0,22
21,0,36,0,0,21
20,0,35,0,0,20
19,0,34,0,0,19
18,0,33,0,0,18
17,0,32,0,0,17
16,0,31,0,0,16
15,0,30,0,0,15
14,0,29,0,0,14
13,0,28,0,0,13
12,0,27,0,0,12
11,0,26,0,0,11
10,0,25,0,0,10
9,0,24,0,0,9
8,0,23,0,0,8
7,0,22,0,0,7
6,0,21,0,0,6
5,0,20,0,0,5
4,0,19,0,0,4
3,0,18,0,0,3
2,0,17,0,0,2
1,0,16,0,0,1
44,0,59,0,14,14
43,0,58,0,13,13
42,0,57,0,12,12
41,0,56,0,11,11
40,0,55,0,10,10
39,0,54,0,9,9
38,0,53,0,8,8
37,0,52,0,7,7
36,0,51,0,6,6
